indent,x_um,y_um,depth_nm,H_GPa,E_GPa,load_mN
127,70658.688,25497.234,10.37,4.8948,78.229,0.0303
127,70658.688,25497.234,12.16,5.7769,74.211,0.03845
127,70658.688,25497.234,13.95,6.4956,73.132,0.04745
127,70658.688,25497.234,15.74,6.9547,75.728,0.05778
127,70658.688,25497.234,17.53,7.6657,73.128,0.06896
127,70658.688,25497.234,19.32,7.8906,73.297,0.0802
127,70658.688,25497.234,21.11,8.2075,74.78,0.09398
127,70658.688,25497.234,22.9,8.2112,75.579,0.10702
127,70658.688,25497.234,24.69,8.1672,77.999,0.12209
127,70658.688,25497.234,26.48,8.2959,78.463,0.13794
127,70658.688,25497.234,28.27,8.3755,77.582,0.15316
127,70658.688,25497.234,30.06,8.4683,77.581,0.17023
127,70658.688,25497.234,31.85,8.5334,78.608,0.18929
127,70658.688,25497.234,33.64,8.4583,79.287,0.20752
127,70658.688,25497.234,35.43,8.4799,79.745,0.22736
127,70658.688,25497.234,37.21,8.5459,80.119,0.2486
127,70658.688,25497.234,39.0,8.4956,80.43,0.26908
127,70658.688,25497.234,40.79,8.5019,82.178,0.29376
127,70658.688,25497.234,42.58,8.4625,83.584,0.31815
127,70658.688,25497.234,44.37,8.514,84.377,0.34406
127,70658.688,25497.234,46.16,8.5683,84.58,0.36991
127,70658.688,25497.234,47.95,8.5828,84.485,0.39519
127,70658.688,25497.234,49.74,8.6012,84.507,0.42164
127,70658.688,25497.234,51.53,8.6483,84.436,0.4494
127,70658.688,25497.234,53.32,8.6718,84.118,0.47674
127,70658.688,25497.234,55.11,8.6551,83.835,0.50382
127,70658.688,25497.234,56.9,8.6666,84.06,0.53393
127,70658.688,25497.234,58.69,8.6655,84.293,0.56455
127,70658.688,25497.234,60.48,8.6661,85.058,0.59787
127,70658.688,25497.234,62.27,8.6394,85.845,0.63134
127,70658.688,25497.234,64.06,8.6966,87.897,0.67344
127,70658.688,25497.234,65.85,8.6736,89.91,0.7137
127,70658.688,25497.234,67.64,8.6965,92.745,0.76018
127,70658.688,25497.234,69.43,8.6758,95.476,0.80564
127,70658.688,25497.234,71.22,8.6672,98.367,0.85354
127,70658.688,25497.234,73.01,8.6516,100.913,0.90102
127,70658.688,25497.234,74.8,8.6973,103.822,0.95474
127,70658.688,25497.234,76.59,8.7457,106.185,1.00831
127,70658.688,25497.234,78.38,8.7797,108.238,1.06136
127,70658.688,25497.234,80.17,8.7914,109.808,1.11248
127,70658.688,25497.234,81.96,8.8565,111.626,1.16995
127,70658.688,25497.234,83.75,8.8926,112.726,1.22391
127,70658.688,25497.234,85.54,8.9639,113.695,1.28157
127,70658.688,25497.234,87.33,9.0505,114.485,1.34139
127,70658.688,25497.234,89.12,9.1482,114.703,1.40118
127,70658.688,25497.234,90.91,9.2414,114.826,1.46159
127,70658.688,25497.234,92.7,9.3139,115.323,1.52356
127,70658.688,25497.234,94.49,9.3994,116.154,1.59013
127,70658.688,25497.234,96.28,9.4417,116.895,1.65371
127,70658.688,25497.234,98.07,9.4817,117.642,1.71861
127,70658.688,25497.234,99.85,9.5412,118.306,1.78655
127,70658.688,25497.234,101.64,9.416,115.387,1.81385
128,70658.688,25501.235,6.79,1.6138,60.303,0.00914
128,70658.688,25501.235,8.58,2.5064,96.161,0.01562
128,70658.688,25501.235,10.37,3.0862,115.777,0.02226
128,70658.688,25501.235,12.16,3.6691,102.984,0.02979
128,70658.688,25501.235,13.95,4.2384,86.278,0.03767
128,70658.688,25501.235,15.74,4.8584,78.157,0.04704
128,70658.688,25501.235,17.53,5.1251,72.002,0.05486
128,70658.688,25501.235,19.32,5.7172,69.438,0.06633
128,70658.688,25501.235,21.11,5.8674,70.668,0.0774
128,70658.688,25501.235,22.9,6.2584,69.904,0.09038
128,70658.688,25501.235,24.69,6.4631,70.069,0.10356
128,70658.688,25501.235,26.48,6.5882,70.992,0.11768
128,70658.688,25501.235,28.27,6.6707,72.979,0.13339
128,70658.688,25501.235,30.06,6.7834,73.408,0.14919
128,70658.688,25501.235,31.85,6.9089,71.647,0.16381
128,70658.688,25501.235,33.64,7.1532,70.27,0.18077
128,70658.688,25501.235,35.43,7.2252,69.646,0.19729
128,70658.688,25501.235,37.21,7.2363,70.829,0.2164
128,70658.688,25501.235,39.0,7.2172,72.693,0.23708
128,70658.688,25501.235,40.79,7.2165,73.522,0.25732
128,70658.688,25501.235,42.58,7.2403,73.812,0.27794
128,70658.688,25501.235,44.37,7.2692,74.609,0.30043
128,70658.688,25501.235,46.16,7.2695,75.664,0.32376
128,70658.688,25501.235,47.95,7.2532,76.012,0.34614
128,70658.688,25501.235,49.74,7.3076,75.89,0.36996
128,70658.688,25501.235,51.53,7.3515,75.438,0.39351
128,70658.688,25501.235,53.32,7.4074,75.733,0.42001
128,70658.688,25501.235,55.11,7.3964,76.213,0.44597
128,70658.688,25501.235,56.9,7.4128,77.413,0.47564
128,70658.688,25501.235,58.69,7.3942,78.566,0.505
128,70658.688,25501.235,60.48,7.3959,80.075,0.53708
128,70658.688,25501.235,62.27,7.4045,81.61,0.57056
128,70658.688,25501.235,64.06,7.3856,82.492,0.6019
128,70658.688,25501.235,65.85,7.3834,83.025,0.63367
128,70658.688,25501.235,67.64,7.4186,83.374,0.66748
128,70658.688,25501.235,69.43,7.4545,83.435,0.70123
128,70658.688,25501.235,71.22,7.4725,83.257,0.73405
128,70658.688,25501.235,73.01,7.5202,83.127,0.76939
128,70658.688,25501.235,74.8,7.5717,83.077,0.80616
128,70658.688,25501.235,76.59,7.6103,83.339,0.84448
128,70658.688,25501.235,78.38,7.5881,83.529,0.87976
128,70658.688,25501.235,80.17,7.5639,83.891,0.91639
128,70658.688,25501.235,81.96,7.5469,84.404,0.95494
128,70658.688,25501.235,83.75,7.5359,84.881,0.99451
128,70658.688,25501.235,85.54,7.5341,85.375,1.03567
128,70658.688,25501.235,87.33,7.5381,85.791,1.07773
128,70658.688,25501.235,89.12,7.5655,86.246,1.1228
128,70658.688,25501.235,90.91,7.5529,86.473,1.16429
128,70658.688,25501.235,92.7,7.5561,86.92,1.2092
128,70658.688,25501.235,94.49,7.5235,87.167,1.25055
128,70658.688,25501.235,96.28,7.4861,87.538,1.29278
128,70658.688,25501.235,98.07,7.489,88.311,1.34213
128,70658.688,25501.235,99.85,7.4778,89.0,1.39048
128,70658.688,25501.235,101.64,7.4614,89.547,1.43821
128,70658.688,25501.235,103.43,7.3525,88.81,1.46773
129,70658.164,25499.758,8.58,2.0379,79.921,0.01275
129,70658.164,25499.758,10.37,2.7246,100.6,0.01965
129,70658.164,25499.758,12.16,3.3945,91.869,0.02741
129,70658.164,25499.758,13.95,4.018,83.726,0.03596
129,70658.164,25499.758,15.74,4.4364,79.549,0.0445
129,70658.164,25499.758,17.53,4.9535,77.914,0.05522
129,70658.164,25499.758,19.32,5.5131,71.922,0.06591
129,70658.164,25499.758,21.11,5.9364,71.157,0.07813
129,70658.164,25499.758,22.9,6.2674,72.155,0.09174
129,70658.164,25499.758,24.69,6.4099,75.033,0.10634
129,70658.164,25499.758,26.48,6.7394,77.643,0.124
129,70658.164,25499.758,28.27,7.0433,77.222,0.14073
129,70658.164,25499.758,30.06,7.3224,77.416,0.1589
129,70658.164,25499.758,31.85,7.508,78.415,0.17812
129,70658.164,25499.758,33.64,7.5586,78.986,0.19647
129,70658.164,25499.758,35.43,7.7349,80.042,0.21815
129,70658.164,25499.758,37.21,7.8615,80.187,0.23918
129,70658.164,25499.758,39.0,8.0404,80.33,0.26209
129,70658.164,25499.758,40.79,8.0581,80.172,0.28298
129,70658.164,25499.758,42.58,8.1521,80.655,0.30717
129,70658.164,25499.758,44.37,8.265,81.06,0.33268
129,70658.164,25499.758,46.16,8.346,81.509,0.3588
129,70658.164,25499.758,47.95,8.3484,82.262,0.385
129,70658.164,25499.758,49.74,8.3839,83.533,0.41417
129,70658.164,25499.758,51.53,8.4364,84.599,0.4445
129,70658.164,25499.758,53.32,8.5216,85.221,0.47576
129,70658.164,25499.758,55.11,8.5411,85.599,0.50568
129,70658.164,25499.758,56.9,8.5844,86.596,0.53912
129,70658.164,25499.758,58.69,8.6286,88.029,0.57515
129,70658.164,25499.758,60.48,8.6272,89.417,0.61079
129,70658.164,25499.758,62.27,8.6653,90.893,0.64936
129,70658.164,25499.758,64.06,8.6676,92.194,0.68723
129,70658.164,25499.758,65.85,8.7362,94.281,0.73186
129,70658.164,25499.758,67.64,8.777,96.375,0.77693
129,70658.164,25499.758,69.43,8.783,97.961,0.81999
129,70658.164,25499.758,71.22,8.8527,99.624,0.86791
129,70658.164,25499.758,73.01,8.9365,100.627,0.91573
129,70658.164,25499.758,74.8,9.0012,101.154,0.96209
129,70658.164,25499.758,76.59,9.1125,101.804,1.01307
129,70658.164,25499.758,78.38,9.166,102.176,1.06091
129,70658.164,25499.758,80.17,9.2385,102.766,1.11222
129,70658.164,25499.758,81.96,9.3073,103.781,1.1668
129,70658.164,25499.758,83.75,9.3272,104.831,1.21983
129,70658.164,25499.758,85.54,9.3465,105.979,1.27462
129,70658.164,25499.758,87.33,9.4032,107.296,1.33453
129,70658.164,25499.758,89.12,9.4378,107.907,1.39056
129,70658.164,25499.758,90.91,9.502,108.299,1.44911
129,70658.164,25499.758,92.7,9.5205,108.151,1.50205
129,70658.164,25499.758,94.49,9.6205,108.113,1.56371
129,70658.164,25499.758,96.28,9.7021,107.992,1.62459
129,70658.164,25499.758,98.07,9.7436,108.012,1.68406
129,70658.164,25499.758,99.85,9.7992,108.535,1.74947
129,70658.164,25499.758,101.64,9.7997,109.038,1.81089
129,70658.164,25499.758,103.43,9.8006,109.403,1.87238
130,70658.164,25495.758,5.0,1.7092,70.293,0.01001
130,70658.164,25495.758,6.79,2.8745,99.261,0.01622
130,70658.164,25495.758,8.58,3.9875,90.654,0.02341
130,70658.164,25495.758,10.37,4.9778,82.74,0.03106
130,70658.164,25495.758,12.16,5.841,82.089,0.0399
130,70658.164,25495.758,13.95,6.5817,81.961,0.04985
130,70658.164,25495.758,15.74,7.3542,76.788,0.05994
130,70658.164,25495.758,17.53,8.0251,74.959,0.07136
130,70658.164,25495.758,19.32,8.4805,78.759,0.08597
130,70658.164,25495.758,21.11,8.3443,82.093,0.09923
130,70658.164,25495.758,22.9,8.5858,83.978,0.1152
130,70658.164,25495.758,24.69,8.8879,83.454,0.13128
130,70658.164,25495.758,26.48,9.1697,85.735,0.15097
130,70658.164,25495.758,28.27,9.1758,89.421,0.17156
130,70658.164,25495.758,30.06,9.1453,92.739,0.1929
130,70658.164,25495.758,31.85,9.3467,93.737,0.21561
130,70658.164,25495.758,33.64,9.6242,92.777,0.23823
130,70658.164,25495.758,35.43,9.8424,91.432,0.26064
130,70658.164,25495.758,37.21,9.9698,90.41,0.28326
130,70658.164,25495.758,39.0,10.1516,90.739,0.30982
130,70658.164,25495.758,40.79,10.0612,90.744,0.33325
130,70658.164,25495.758,42.58,10.2105,91.463,0.36252
130,70658.164,25495.758,44.37,10.2259,91.362,0.3892
130,70658.164,25495.758,46.16,10.2302,92.13,0.41863
130,70658.164,25495.758,47.95,10.1795,93.313,0.44915
130,70658.164,25495.758,49.74,10.1265,94.251,0.48002
130,70658.164,25495.758,51.53,10.0849,94.222,0.5095
130,70658.164,25495.758,53.32,10.0638,93.88,0.53932
130,70658.164,25495.758,55.11,10.0566,93.394,0.56977
130,70658.164,25495.758,56.9,10.1258,93.433,0.60468
130,70658.164,25495.758,58.69,10.1661,93.67,0.64053
130,70658.164,25495.758,60.48,10.1349,94.073,0.67592
130,70658.164,25495.758,62.27,10.1574,95.586,0.7181
130,70658.164,25495.758,64.06,10.1072,96.816,0.75807
130,70658.164,25495.758,65.85,10.0482,98.269,0.79961
130,70658.164,25495.758,67.64,10.0006,99.931,0.84343
130,70658.164,25495.758,69.43,9.9654,101.533,0.88867
130,70658.164,25495.758,71.22,9.9627,103.022,0.93607
130,70658.164,25495.758,73.01,9.9549,103.954,0.98217
130,70658.164,25495.758,74.8,9.9475,104.384,1.02724
130,70658.164,25495.758,76.59,9.9892,104.773,1.0758
130,70658.164,25495.758,78.38,10.0531,105.149,1.1268
130,70658.164,25495.758,80.17,10.0909,105.322,1.17661
130,70658.164,25495.758,81.96,10.1588,105.778,1.23089
130,70658.164,25495.758,83.75,10.1624,106.544,1.28424
130,70658.164,25495.758,85.54,10.1394,107.171,1.33628
130,70658.164,25495.758,87.33,10.1029,107.787,1.38833
130,70658.164,25495.758,89.12,10.1498,108.83,1.44993
130,70658.164,25495.758,90.91,10.1441,109.304,1.50571
130,70658.164,25495.758,92.7,10.1583,109.624,1.56314
130,70658.164,25495.758,94.49,10.2007,109.962,1.62418
130,70658.164,25495.758,96.28,10.1997,109.881,1.68007
130,70658.164,25495.758,98.07,10.2405,110.154,1.74301
130,70658.164,25495.758,99.85,10.2726,110.542,1.80726
130,70658.164,25495.758,101.64,10.1507,109.463,1.84743
130,70658.164,25495.758,103.43,10.0904,103.421,1.85405
131,70658.164,25491.757,6.79,2.5953,70.844,0.0146
131,70658.164,25491.757,8.58,3.6482,90.752,0.02167
131,70658.164,25491.757,10.37,4.6097,85.391,0.02943
131,70658.164,25491.757,12.16,5.4485,78.903,0.0376
131,70658.164,25491.757,13.95,6.2707,81.723,0.04832
131,70658.164,25491.757,15.74,6.7743,79.67,0.05812
131,70658.164,25491.757,17.53,7.2441,79.91,0.06973
131,70658.164,25491.757,19.32,7.7328,78.528,0.08212
131,70658.164,25491.757,21.11,7.9334,79.161,0.09517
131,70658.164,25491.757,22.9,8.013,82.666,0.11062
131,70658.164,25491.757,24.69,8.3543,82.256,0.1267
131,70658.164,25491.757,26.48,8.6032,81.692,0.14314
131,70658.164,25491.757,28.27,8.6725,83.617,0.16166
131,70658.164,25491.757,30.06,8.7516,85.317,0.18138
131,70658.164,25491.757,31.85,8.9041,85.779,0.20176
131,70658.164,25491.757,33.64,9.0555,86.095,0.22317
131,70658.164,25491.757,35.43,9.2231,86.732,0.24646
131,70658.164,25491.757,37.21,9.2985,87.266,0.26971
131,70658.164,25491.757,39.0,9.3105,87.286,0.29235
131,70658.164,25491.757,40.79,9.4021,87.19,0.31685
131,70658.164,25491.757,42.58,9.4752,86.703,0.34127
131,70658.164,25491.757,44.37,9.6078,86.614,0.36839
131,70658.164,25491.757,46.16,9.632,87.081,0.396
131,70658.164,25491.757,47.95,9.6363,87.9,0.42513
131,70658.164,25491.757,49.74,9.6144,88.673,0.45466
131,70658.164,25491.757,51.53,9.5834,88.927,0.48356
131,70658.164,25491.757,53.32,9.5906,89.326,0.51464
131,70658.164,25491.757,55.11,9.5661,89.589,0.54546
131,70658.164,25491.757,56.9,9.5687,89.863,0.5779
131,70658.164,25491.757,58.69,9.5602,89.832,0.60991
131,70658.164,25491.757,60.48,9.5714,89.931,0.64382
131,70658.164,25491.757,62.27,9.5381,89.926,0.67677
131,70658.164,25491.757,64.06,9.5478,90.455,0.71401
131,70658.164,25491.757,65.85,9.535,91.261,0.75261
131,70658.164,25491.757,67.64,9.5203,92.193,0.79267
131,70658.164,25491.757,69.43,9.4902,93.042,0.83286
131,70658.164,25491.757,71.22,9.4685,93.942,0.87458
131,70658.164,25491.757,73.01,9.431,94.477,0.91493
131,70658.164,25491.757,74.8,9.4697,95.453,0.96203
131,70658.164,25491.757,76.59,9.47,96.14,1.00709
131,70658.164,25491.757,78.38,9.4828,96.638,1.05297
131,70658.164,25491.757,80.17,9.4891,97.323,1.10058
131,70658.164,25491.757,81.96,9.4897,98.095,1.14946
131,70658.164,25491.757,83.75,9.4935,99.076,1.20083
131,70658.164,25491.757,85.54,9.4494,99.71,1.24825
131,70658.164,25491.757,87.33,9.4424,100.751,1.30146
131,70658.164,25491.757,89.12,9.4574,101.839,1.35777
131,70658.164,25491.757,90.91,9.4277,102.323,1.40829
131,70658.164,25491.757,92.7,9.4472,102.874,1.46414
131,70658.164,25491.757,94.49,9.4722,103.226,1.52036
131,70658.164,25491.757,96.28,9.4964,103.378,1.57636
131,70658.164,25491.757,98.07,9.5393,103.557,1.63529
131,70658.164,25491.757,99.85,9.6159,103.979,1.70031
131,70658.164,25491.757,101.64,9.4379,102.145,1.726
132,70658.164,25487.233,6.79,2.6641,88.92,0.01502
132,70658.164,25487.233,8.58,3.7083,92.322,0.02201
132,70658.164,25487.233,10.37,4.7689,80.455,0.02986
132,70658.164,25487.233,12.16,5.6086,74.197,0.03768
132,70658.164,25487.233,13.95,6.6254,73.647,0.04815
132,70658.164,25487.233,15.74,7.4287,75.003,0.05966
132,70658.164,25487.233,17.53,7.8557,76.597,0.07134
132,70658.164,25487.233,19.32,8.2479,75.88,0.0833
132,70658.164,25487.233,21.11,8.7226,75.618,0.0971
132,70658.164,25487.233,22.9,8.9216,76.368,0.11154
132,70658.164,25487.233,24.69,8.962,77.108,0.12637
132,70658.164,25487.233,26.48,9.0627,80.272,0.14509
132,70658.164,25487.233,28.27,9.0564,80.626,0.16168
132,70658.164,25487.233,30.06,9.2892,80.031,0.18002
132,70658.164,25487.233,31.85,9.3551,79.462,0.19795
132,70658.164,25487.233,33.64,9.3568,80.593,0.21862
132,70658.164,25487.233,35.43,9.2898,81.459,0.23923
132,70658.164,25487.233,37.21,9.3383,81.862,0.26133
132,70658.164,25487.233,39.0,9.4647,82.514,0.28591
132,70658.164,25487.233,40.79,9.5493,83.971,0.31279
132,70658.164,25487.233,42.58,9.4092,85.444,0.33764
132,70658.164,25487.233,44.37,9.3637,87.937,0.36704
132,70658.164,25487.233,46.16,9.3528,89.744,0.39679
132,70658.164,25487.233,47.95,9.4207,91.383,0.42905
132,70658.164,25487.233,49.74,9.4383,92.462,0.46029
132,70658.164,25487.233,51.53,9.4354,92.887,0.49054
132,70658.164,25487.233,53.32,9.477,92.997,0.52206
132,70658.164,25487.233,55.11,9.5787,92.959,0.55582
132,70658.164,25487.233,56.9,9.688,92.665,0.59011
132,70658.164,25487.233,58.69,9.773,92.835,0.62628
132,70658.164,25487.233,60.48,9.7434,92.843,0.65945
132,70658.164,25487.233,62.27,9.7903,93.515,0.69836
132,70658.164,25487.233,64.06,9.7857,93.871,0.73552
132,70658.164,25487.233,65.85,9.7885,94.4,0.7746
132,70658.164,25487.233,67.64,9.8,95.045,0.81556
132,70658.164,25487.233,69.43,9.8085,95.844,0.85822
132,70658.164,25487.233,71.22,9.8167,96.924,0.90325
132,70658.164,25487.233,73.01,9.811,97.863,0.9483
132,70658.164,25487.233,74.8,9.8006,98.781,0.99416
132,70658.164,25487.233,76.59,9.8126,99.813,1.04286
132,70658.164,25487.233,78.38,9.8161,100.608,1.09122
132,70658.164,25487.233,80.17,9.8465,101.656,1.14366
132,70658.164,25487.233,81.96,9.8187,102.308,1.19186
132,70658.164,25487.233,83.75,9.812,103.032,1.24278
132,70658.164,25487.233,85.54,9.8247,103.767,1.29617
132,70658.164,25487.233,87.33,9.8418,104.347,1.35025
132,70658.164,25487.233,89.12,9.8777,104.934,1.40695
132,70658.164,25487.233,90.91,9.8642,105.062,1.45846
132,70658.164,25487.233,92.7,9.9008,105.44,1.51638
132,70658.164,25487.233,94.49,9.9116,105.687,1.57259
132,70658.164,25487.233,96.28,9.91,105.887,1.62855
132,70658.164,25487.233,98.07,9.8997,106.068,1.68462
132,70658.164,25487.233,99.85,9.8994,106.422,1.74373
132,70658.164,25487.233,101.64,9.7378,104.677,1.77314
133,70658.164,25483.233,5.0,1.6698,69.515,0.00976
133,70658.164,25483.233,6.79,2.9867,96.173,0.01683
133,70658.164,25483.233,8.58,4.0728,89.008,0.0238
133,70658.164,25483.233,10.37,5.1996,80.119,0.03191
133,70658.164,25483.233,12.16,6.0191,79.146,0.0403
133,70658.164,25483.233,13.95,6.8137,77.793,0.04997
133,70658.164,25483.233,15.74,7.7491,71.288,0.05964
133,70658.164,25483.233,17.53,8.4144,74.387,0.07273
133,70658.164,25483.233,19.32,8.5546,78.284,0.08605
133,70658.164,25483.233,21.11,8.5845,83.156,0.10121
133,70658.164,25483.233,22.9,8.7542,84.587,0.11666
133,70658.164,25483.233,24.69,9.2445,85.682,0.13543
133,70658.164,25483.233,26.48,9.2996,87.519,0.15353
133,70658.164,25483.233,28.27,9.2722,90.997,0.17389
133,70658.164,25483.233,30.06,9.5132,93.631,0.19741
133,70658.164,25483.233,31.85,9.6824,92.757,0.218
133,70658.164,25483.233,33.64,10.0102,92.186,0.24166
133,70658.164,25483.233,35.43,10.1503,91.78,0.26467
133,70658.164,25483.233,37.21,10.2553,92.321,0.28988
133,70658.164,25483.233,39.0,10.2068,92.52,0.31372
133,70658.164,25483.233,40.79,10.369,92.832,0.34165
133,70658.164,25483.233,42.58,10.4079,92.228,0.36712
133,70658.164,25483.233,44.37,10.4062,91.852,0.39323
133,70658.164,25483.233,46.16,10.469,92.798,0.42443
133,70658.164,25483.233,47.95,10.3854,92.915,0.45212
133,70658.164,25483.233,49.74,10.3552,93.083,0.48172
133,70658.164,25483.233,51.53,10.3255,93.071,0.51167
133,70658.164,25483.233,53.32,10.3161,93.169,0.54322
133,70658.164,25483.233,55.11,10.303,93.583,0.57658
133,70658.164,25483.233,56.9,10.2597,93.947,0.60996
133,70658.164,25483.233,58.69,10.2471,93.923,0.64369
133,70658.164,25483.233,60.48,10.2228,95.559,0.6839
133,70658.164,25483.233,62.27,10.2278,96.546,0.72395
133,70658.164,25483.233,64.06,10.1507,97.294,0.76142
133,70658.164,25483.233,65.85,10.1601,98.423,0.80443
133,70658.164,25483.233,67.64,10.1528,99.658,0.84849
133,70658.164,25483.233,69.43,10.1439,100.638,0.89267
133,70658.164,25483.233,71.22,10.1332,101.631,0.93799
133,70658.164,25483.233,73.01,10.1517,102.744,0.98643
133,70658.164,25483.233,74.8,10.1584,103.533,1.03414
133,70658.164,25483.233,76.59,10.1348,104.045,1.08016
133,70658.164,25483.233,78.38,10.1763,105.106,1.13345
133,70658.164,25483.233,80.17,10.1579,105.536,1.18158
133,70658.164,25483.233,81.96,10.167,106.135,1.23327
133,70658.164,25483.233,83.75,10.1874,106.873,1.28761
133,70658.164,25483.233,85.54,10.2007,107.377,1.34151
133,70658.164,25483.233,87.33,10.1945,107.738,1.39445
133,70658.164,25483.233,89.12,10.2033,108.249,1.4504
133,70658.164,25483.233,90.91,10.2065,108.7,1.50672
133,70658.164,25483.233,92.7,10.1921,108.976,1.5617
133,70658.164,25483.233,94.49,10.2266,109.622,1.62407
133,70658.164,25483.233,96.28,10.205,109.824,1.68015
133,70658.164,25483.233,98.07,10.2176,110.249,1.74165
133,70658.164,25483.233,99.85,10.2541,110.92,1.80826
134,70658.164,25479.232,5.0,1.6958,79.925,0.00983
134,70658.164,25479.232,6.79,2.9078,118.79,0.01649
134,70658.164,25479.232,8.58,3.9278,104.146,0.02346
134,70658.164,25479.232,10.37,4.9182,85.215,0.03095
134,70658.164,25479.232,12.16,5.8619,79.584,0.03964
134,70658.164,25479.232,13.95,6.4847,78.591,0.04866
134,70658.164,25479.232,15.74,7.111,79.145,0.05958
134,70658.164,25479.232,17.53,7.7026,79.231,0.07174
134,70658.164,25479.232,19.32,8.272,79.066,0.08513
134,70658.164,25479.232,21.11,8.3404,79.321,0.09755
134,70658.164,25479.232,22.9,8.5911,81.773,0.11371
134,70658.164,25479.232,24.69,8.6169,84.204,0.13004
134,70658.164,25479.232,26.48,8.6661,84.276,0.14589
134,70658.164,25479.232,28.27,9.1409,83.991,0.16587
134,70658.164,25479.232,30.06,9.3861,83.31,0.18478
134,70658.164,25479.232,31.85,9.3933,84.36,0.20481
134,70658.164,25479.232,33.64,9.368,86.441,0.22704
134,70658.164,25479.232,35.43,9.3908,87.503,0.24957
134,70658.164,25479.232,37.21,9.3798,87.169,0.27061
134,70658.164,25479.232,39.0,9.6096,87.797,0.29737
134,70658.164,25479.232,40.79,9.6606,88.296,0.32277
134,70658.164,25479.232,42.58,9.6265,88.783,0.34789
134,70658.164,25479.232,44.37,9.6999,89.302,0.37583
134,70658.164,25479.232,46.16,9.7374,89.641,0.40389
134,70658.164,25479.232,47.95,9.7588,89.651,0.43188
134,70658.164,25479.232,49.74,9.7883,89.676,0.46097
134,70658.164,25479.232,51.53,9.8498,89.743,0.49183
134,70658.164,25479.232,53.32,9.8424,89.576,0.52141
134,70658.164,25479.232,55.11,9.8722,89.878,0.55418
134,70658.164,25479.232,56.9,9.8646,90.19,0.58701
134,70658.164,25479.232,58.69,9.8319,90.786,0.62106
134,70658.164,25479.232,60.48,9.7944,91.578,0.65657
134,70658.164,25479.232,62.27,9.7434,92.368,0.69259
134,70658.164,25479.232,64.06,9.6821,93.075,0.72881
134,70658.164,25479.232,65.85,9.7028,93.999,0.76979
134,70658.164,25479.232,67.64,9.6053,93.885,0.80304
134,70658.164,25479.232,69.43,9.6361,94.352,0.84458
134,70658.164,25479.232,71.22,9.6485,94.443,0.88479
134,70658.164,25479.232,73.01,9.6246,94.381,0.92355
134,70658.164,25479.232,74.8,9.67,94.812,0.96878
134,70658.164,25479.232,76.59,9.68,95.341,1.01395
134,70658.164,25479.232,78.38,9.67,96.135,1.06054
134,70658.164,25479.232,80.17,9.6672,97.254,1.11036
134,70658.164,25479.232,81.96,9.5718,97.837,1.15299
134,70658.164,25479.232,83.75,9.5638,99.011,1.2049
134,70658.164,25479.232,85.54,9.5457,100.014,1.2564
134,70658.164,25479.232,87.33,9.521,100.629,1.30629
134,70658.164,25479.232,89.12,9.5089,101.117,1.35729
134,70658.164,25479.232,90.91,9.5282,101.654,1.41196
134,70658.164,25479.232,92.7,9.4857,101.749,1.46012
134,70658.164,25479.232,94.49,9.5043,101.866,1.51418
134,70658.164,25479.232,96.28,9.5211,102.066,1.56964
134,70658.164,25479.232,98.07,9.5589,102.597,1.63034
134,70658.164,25479.232,99.85,9.5328,102.822,1.68439
134,70658.164,25479.232,101.64,9.4176,101.807,1.72151
134,70658.164,25479.232,103.43,9.3514,95.708,1.72263
135,70658.164,25475.232,5.0,2.1978,79.783,0.01307
135,70658.164,25475.232,6.79,3.5027,92.488,0.01969
135,70658.164,25475.232,8.58,4.6336,86.406,0.0266
135,70658.164,25475.232,10.37,5.8764,81.352,0.03522
135,70658.164,25475.232,12.16,6.7543,82.123,0.04407
135,70658.164,25475.232,13.95,7.6415,79.183,0.05386
135,70658.164,25475.232,15.74,8.6129,76.016,0.06483
135,70658.164,25475.232,17.53,8.8406,78.992,0.07668
135,70658.164,25475.232,19.32,9.0708,82.456,0.09074
135,70658.164,25475.232,21.11,9.1234,84.002,0.10461
135,70658.164,25475.232,22.9,9.3058,82.347,0.11823
135,70658.164,25475.232,24.69,9.7802,80.555,0.13413
135,70658.164,25475.232,26.48,9.7798,79.731,0.14911
135,70658.164,25475.232,28.27,9.6857,80.929,0.16656
135,70658.164,25475.232,30.06,9.5329,81.392,0.18364
135,70658.164,25475.232,31.85,9.5971,81.588,0.20295
135,70658.164,25475.232,33.64,9.6985,81.583,0.22334
135,70658.164,25475.232,35.43,9.5933,81.483,0.24248
135,70658.164,25475.232,37.21,9.5602,82.572,0.26514
135,70658.164,25475.232,39.0,9.5268,83.456,0.28845
135,70658.164,25475.232,40.79,9.4345,83.502,0.31026
135,70658.164,25475.232,42.58,9.4791,83.617,0.33491
135,70658.164,25475.232,44.37,9.4582,83.273,0.35842
135,70658.164,25475.232,46.16,9.4262,82.965,0.38248
135,70658.164,25475.232,47.95,9.4336,82.849,0.40841
135,70658.164,25475.232,49.74,9.4403,82.766,0.43519
135,70658.164,25475.232,51.53,9.403,82.522,0.46136
135,70658.164,25475.232,53.32,9.3567,83.381,0.49137
135,70658.164,25475.232,55.11,9.2479,83.896,0.5196
135,70658.164,25475.232,56.9,9.1978,84.961,0.55179
135,70658.164,25475.232,58.69,9.1001,85.203,0.58071
135,70658.164,25475.232,60.48,9.1082,85.787,0.61464
