X,Y,H,E,S2P,phase_angle,HE
71217.234,27220.545,8.945246,80.16903,902.2945,-0.081778765,0.11157982
71217.234,27221.068,13.52025,166.24368,2388.2805,0.2653775,0.08132791
71217.234,27221.545,8.982679,134.00336,2594.0027,3.942415,0.06703324
71217.234,27222.068,4.920267,56.6783,921.33246,2.7644408,0.086810425
71217.234,27222.545,3.1717513,42.467762,1432.3102,4.197156,0.074686095
71217.234,27223.068,4.036062,53.920147,1225.173,0.5389807,0.07485257
71217.234,27223.545,10.153995,89.33672,978.77924,-0.46186978,0.11365981
71217.234,27224.068,5.2120657,51.513973,660.847,0.3434496,0.10117771
71217.234,27224.545,13.471301,164.98935,2364.4983,0.083666734,0.08164952
71217.234,27225.07,4.1780663,44.693607,662.92255,0.5263919,0.09348241
71217.234,27225.545,5.31316,88.38613,2377.3145,1.5352577,0.06011305
71217.234,27226.07,8.798796,82.05943,964.90924,-0.19565693,0.10722467
71217.234,27226.545,5.392312,62.774166,1018.5197,-0.6276588,0.08590018
71217.234,27227.07,5.6318655,58.034893,787.8679,-0.541768,0.09704275
71216.71,27227.07,1.7969677,20.24468,364.77997,-0.108567,0.08876246
71216.71,27226.545,10.0289545,107.40499,1371.0149,-0.068500146,0.093375124
71216.71,27226.07,9.415522,79.42576,853.94885,-0.46949837,0.118544936
71216.71,27225.545,6.0953956,70.8792,1058.4243,0.9790269,0.085996956
71216.71,27224.545,8.951426,74.45044,799.2137,-0.12887701,0.12023335
71216.71,27224.068,3.9388561,75.16308,1661.717,2.2971885,0.052404135
71216.71,27223.545,4.442465,74.119965,1483.6926,1.4208344,0.059936143
71216.71,27223.068,2.882234,41.710724,804.08887,-0.114464074,0.06910055
71216.71,27222.545,4.3576403,66.00617,1243.889,0.8441283,0.06601868
71216.71,27221.545,12.209564,83.280624,707.0222,-0.21925852,0.1466075
71216.71,27221.068,9.677061,125.54568,1850.9614,0.05906172,0.077080004
71216.71,27220.545,6.9239583,104.04731,1815.6713,1.5339411,0.06654625
71216.71,27220.068,6.4265,75.99442,1138.0331,0.6843532,0.084565416
71216.71,27219.545,7.7403064,63.99774,703.22095,-0.26413193,0.12094656
71216.71,27219.068,1.7695584,52.1821,1538.2911,1.9063807,0.033911217
71216.71,27218.545,2.48552,47.507553,1093.6069,0.067024976,0.052318417
71216.71,27218.068,9.364734,91.88421,1114.5801,-0.21044435,0.10191886
71216.71,27217.545,1.1932838,52.09793,1836.1719,2.2963696,0.022904629
71216.71,27217.068,1.1754401,52.769073,1883.1091,2.3455386,0.02227517
71216.71,27216.545,7.3748364,57.146233,599.7884,-0.24649207,0.12905201
71216.71,27216.068,6.807653,77.91284,1127.9233,-0.028074589,0.08737524
71216.71,27215.545,0.5196638,14.900625,439.44928,0.7864128,0.034875304
71216.71,27214.545,7.5575805,114.755806,1983.4546,-0.04670166,0.06585793
71216.71,27214.068,6.712378,92.19545,1521.919,4.389137,0.072805956
71216.71,27213.545,6.9873137,64.807175,796.8309,-0.056925386,0.10781698
71216.71,27213.068,7.5731187,73.49937,922.1516,-0.30490148,0.103036515
71216.234,27212.545,2.2879405,42.41468,1330.208,1.438228,0.053942185
71216.234,27213.068,7.940269,82.246735,1093.7639,-0.045272075,0.09654206
71216.234,27213.545,9.578467,87.863716,1036.1082,-0.45485035,0.10901505
71216.234,27214.068,7.156024,69.509735,881.28235,0.010817616,0.102949955
71216.234,27214.545,3.5652227,74.64148,2331.6313,7.1210375,0.047764633
71216.234,27215.068,8.309586,139.71855,2846.464,2.6276019,0.059473746
71216.234,27215.545,2.8691566,31.059359,431.17014,0.5584675,0.09237656
71216.234,27216.068,1.9168526,28.975065,680.19495,7.298879,0.06615525
71216.234,27216.545,12.554144,115.543846,1317.127,-0.07568939,0.10865264
71216.234,27217.068,9.566268,86.17339,1001.68427,-0.3684993,0.111011855
71216.234,27217.545,4.9087806,53.12354,753.28046,0.18768805,0.092403114
71216.234,27218.068,4.9648995,98.61614,2655.9365,5.404952,0.050345708
71216.234,27218.545,8.94452,168.79584,3721.2837,3.134214,0.05299017
71216.234,27219.068,8.094156,111.26662,1902.9696,2.1898935,0.0727456
71216.234,27219.545,13.287407,123.4138,1403.1405,-0.3245539,0.10766549
71216.234,27220.068,9.643687,88.03277,1033.2991,-0.48196304,0.109546565
71216.234,27220.545,6.1737638,64.126976,869.51013,0.15387627,0.09627405
71216.234,27221.068,9.212476,137.74603,2475.622,0.4719506,0.06688015
71216.234,27221.545,6.9513288,119.40584,2581.8767,6.0304446,0.058215987
71216.234,27222.068,2.7284663,32.054745,485.02103,-0.0004955926,0.08511895
71216.234,27222.545,2.248799,33.291172,708.6216,2.748898,0.067549415
71216.234,27223.068,7.644732,75.218025,959.81903,-0.11903265,0.10163431
71216.234,27223.545,8.472391,78.87771,952.84625,-0.3029753,0.10741173
71216.234,27224.068,1.5616763,20.450596,401.87503,21.984253,0.07636336
71216.234,27224.545,7.25626,98.38604,1689.1919,5.305487,0.07375294
71216.234,27225.07,1.5940309,19.759266,308.2592,36.14823,0.08067258
71216.234,27225.545,6.0844455,73.07454,1137.5193,12.734369,0.083263546
71216.234,27226.07,8.615399,79.32374,948.16095,-0.22857736,0.10861061
71216.234,27226.545,2.5363255,36.638714,741.2955,2.042238,0.06922529
71216.234,27227.07,2.4090152,27.658371,401.73676,0.64058393,0.087098956
71215.71,27227.07,2.9201777,26.267897,342.9496,0.11902988,0.11116907
71215.71,27226.545,17.207663,145.66588,1376.5369,0.014526342,0.11813105
71215.71,27226.07,16.655394,137.14273,1277.651,-0.55332017,0.12144569
71215.71,27225.545,10.632386,99.57282,1135.5044,-0.5416172,0.10678
71215.71,27225.07,4.288747,54.122425,915.1445,0.7007274,0.07924159
71215.71,27224.545,5.6441107,63.157055,929.7127,0.10690246,0.08936627
71215.71,27224.068,11.317671,122.44702,1551.8119,0.17411028,0.092429124
71215.71,27223.545,8.482597,118.45375,1948.8436,0.6847046,0.07161105
71215.71,27223.068,8.919236,87.58035,1073.3105,-0.21186909,0.10184061
71215.71,27222.545,13.752605,114.61419,1125.3405,-0.354315,0.11999042
71215.71,27222.068,3.7188952,41.174088,632.9612,2.5697546,0.09032125
71215.71,27221.545,12.496661,110.05128,1154.4556,-0.22095414,0.11355308
71215.71,27221.068,1.1588421,55.340992,2705.9436,1.8325951,0.020940032
71215.71,27220.545,0.31401253,38.76951,2737.6436,2.1066759,0.008099471
71215.71,27220.068,8.42125,108.15559,1669.8252,0.7414494,0.07786237
71215.71,27219.545,0.70454097,30.407434,1329.0214,0.33527574,0.023170024
71215.71,27219.068,6.2116203,67.06386,944.28546,0.20396087,0.092622474
71215.71,27218.545,1.1380763,26.177855,776.998,1.4783465,0.043474775
71215.71,27218.068,13.63956,103.67493,941.4731,-0.15079902,0.13156083
71215.71,27217.545,9.004569,126.640656,2068.0237,-0.26963603,0.071103305
71215.71,27217.068,7.358248,103.77227,1769.7667,2.0615058,0.07090765
71215.71,27216.545,8.913643,75.52499,812.6255,-0.351227,0.118022434
71215.71,27216.068,9.153742,84.63283,980.21515,-0.2091064,0.10815829
71215.71,27214.068,3.9488928,112.57316,3613.0476,3.0547647,0.03507846
71215.71,27213.545,9.683048,90.24253,1042.3813,-0.2314914,0.107300274
71215.71,27213.068,3.13386,51.54775,1121.2871,1.1469102,0.060795285
71215.71,27212.545,1.2721094,18.255041,388.19586,2.9627738,0.06968538
